1|2|NA
2|3|1.090909
3|4|3.538538
4|5|2.631711
5|6|0.000250
6|7|0.772454
7|8|1.573500
8|9|NA
9|10|NA
10|11|NA
11|12|NA
12|13|NA
13|14|NA
14|15|NA
15|16|NA
16|17|NA
17|18|NA
18|19|NA
19|20|NA
20|21|NA
21|22|NA
22|23|NA
23|24|NA
24|25|NA
25|26|NA
26|27|NA
27|28|NA
28|29|NA
29|30|NA
30|31|NA
31|32|NA
32|33|NA
33|34|NA
